EP_id,Publications_in_venue,Original_Title,Country_of_Publication,ERIH_PLUS_Disciplines,disc_count
340457,988,Childhood,United Kingdom,Pedagogical & Educational Research,1
490143,114,Revista de Medicina y Cine / Journal of Medicine and Movies,Spain,Film and Theatre Studies,1
478102,35,Journal of Early American History,Netherlands,History,1
443928,206,Journal of the History of International Law / Revue d'histoire du droit international,Netherlands,Law,1
484592,180,Signata. Annales des sémiotiques,Belgium,"Art and Art History, Cultural Studies, Linguistics, Literature, Philosophy, Interdisciplinary research in the Social Sciences",6
478648,68,The Mediaeval Journal,Belgium,"Art and Art History, History",2
475541,374,European Political Science Review,United Kingdom,Political Sciences and International Relations,1
444708,2037,Medical history,United Kingdom,"History, History & Philosophy of Science",2
343636,1231,Journal of Anthropological Archaeology,United Kingdom,"Anthropology, Archaeology",2
448139,48,Wiener Studien : Zeitschrift fyr klassische Philologie und Patristik,Austria,"Religious Studies and Theology, Classical Studies",2
488157,72,STUDIA MYTHOLOGICA SLAVICA,Slovenia,"Anthropology, Archaeology, Classical Studies, History, Interdisciplinary research in the Humanities, Linguistics, Literature, Religious Studies and Theology",8
479857,343,"Organizacija (Journal of Management, Informatics and Human Resources)",Slovenia,"Business and Management, Social Statistics and Informatics",2
481532,199,Bogoslovni vestnik,Slovenia,Religious Studies and Theology,1
446734,536,Saeculum,Germany,"History, Religious Studies and Theology, Classical Studies",3
446756,3,Scandia: Tidsskrift för historisk forskning,Sweden,History,1
421889,597,Economics & Politics,United Kingdom,"Economics, Political Sciences and International Relations",2
443142,30,Journal of Intercultural Communication,Sweden,Linguistics,1
470007,726,Mobilities,United Kingdom,"Environmental Studies, Human Geography and Urban Studies",2
342223,684,Journal of Religious History,United Kingdom,Religious Studies and Theology,1
484015,788,Scottish Affairs,United Kingdom,Political Sciences and International Relations,1
491035,102,Acta Universitatis Lodziensis. Folia Litteraria Polonica,Poland,"Cultural Studies, Linguistics, Literature",3
478976,230,Czasopismo Techniczne,Poland,Science and Technology Studies,1
440093,1,Educational Media International,United Kingdom,Pedagogical & Educational Research,1
440093,811,Educational Media International,United Kingdom,Pedagogical & Educational Research,1
447883,3212,Transportation Research Part D: Transport and Environment,Netherlands,Environmental Studies,1
442485,798,Journal of Beliefs and Values,United Kingdom,"Religious Studies and Theology, Pedagogical & Educational Research",2
444116,1200,Journal of World Business,Netherlands,"Business and Management, Economics",2
485136,150,Journal of Globalization and Development (JGD),"Germany, United States","Interdisciplinary research in the Social Sciences, Political Sciences and International Relations",2
475840,124,Journal of Time Series Econometrics,Germany,Economics,1
485144,184,Multicultural Learning and Teaching,Germany,Pedagogical & Educational Research,1
493498,239,Acta Universitatis Lodziensis. Folia Oeconomica,Poland,"Business and Management, Economics, Human Geography and Urban Studies",3
441834,1,International Journal of Engineering Education,Ireland,Pedagogical & Educational Research,1
479186,1416,Ecosystem Services,Netherlands,"Environmental Studies, Human Geography and Urban Studies",2
481694,1372,Bulletins et Mémoires de la Société d'Anthropologie de Paris,France,Anthropology,1
438098,914,Art History,United Kingdom,Art and Art History,1
494669,163,Crossroads. A Journal of English Studies,Poland,"Linguistics, Literature",2
343622,17359,Behavioural Brain Research,Netherlands,Psychology,1
473970,174,RUSC. Universities and Knowledge Society,Spain,Pedagogical & Educational Research,1
504635,53,"aDResearch ESIC, Revista Internacional de Investigación en Comunicación",Spain,Media Studies and Communication,1
478774,168,European Journal of Education and Psychology (EJEP),Spain,"Pedagogical & Educational Research, Psychology",2
482873,546,Revista complutense de educación,Spain,Pedagogical & Educational Research,1
499105,193,Мінералогічний журнал,Ukraine,Science and Technology Studies,1
470217,5960,Behavioural Processes,Netherlands,Psychology,1
445717,919,Phenomenology and the Cognitive Sciences,Netherlands,Philosophy,1
438798,888,Cambridge Archaeological Journal,United Kingdom,"Archaeology, Anthropology",2
442803,1614,Journal of Educational Measurement,United Kingdom,"Pedagogical & Educational Research, Psychology",2
485604,299,Transnational Environmental Law,United Kingdom,Law,1
504129,2,Tánc és Nevelés,Hungary,"Art and Art History, Cultural Studies, Pedagogical & Educational Research, Psychology, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",6
502981,6,Central European Journal of Comparative Law,Hungary,"Law, Political Sciences and International Relations",2
442028,1108,International Journal of Speech Technology,Netherlands,Linguistics,1
442243,32,Jahrbücher für Geschichte Osteuropas,Germany,History,1
438458,1657,Biology & Philosophy,Netherlands,"History & Philosophy of Science, Philosophy",2
439475,682,Contemporary British History,United Kingdom,History,1
483762,77,Durkheimian Studies,United Kingdom,Sociology,1
486806,137,Linguistic Landscape,Netherlands,Linguistics,1
439225,619,Cognitive Linguistics,Germany,Linguistics,1
440662,368,Financial History Review,United Kingdom,History,1
448250,270,Zeitschrift für Anglistik and Amerikanistik,Germany,"Literature, Linguistics",2
416348,896,Textual Practice,United Kingdom,Literature,1
476982,47,Short Film Studies,United Kingdom,"Film and Theatre Studies, Media Studies and Communication",2
476687,172,Journal of Scandinavian Cinema,United Kingdom,"Cultural Studies, Film and Theatre Studies, Media Studies and Communication",3
477661,189,Hospitality & Society,United Kingdom,"Business and Management, Sociology",2
484445,7,Krisis: Tijdschrift voor actuele filosofie,Netherlands,"Cultural Studies, History & Philosophy of Science, Philosophy, Political Sciences and International Relations, Science and Technology Studies, Sociology",6
484445,19,Krisis: Tijdschrift voor actuele filosofie,Netherlands,"Cultural Studies, History & Philosophy of Science, Philosophy, Political Sciences and International Relations, Science and Technology Studies, Sociology",6
483419,180,Anabases. Traditions et Réceptions de l'Antiquité,France,"Anthropology, Cultural Studies, History, History & Philosophy of Science",4
443198,449,Journal of Legal History,United Kingdom,History,1
441757,765,International Journal of Art & Design Education,United Kingdom,Pedagogical & Educational Research,1
475800,80,Journal for the Study of the Historical Jesus,Netherlands,Religious Studies and Theology,1
436085,942,Journal of Workplace Learning,United Kingdom,Pedagogical & Educational Research,1
471302,144,L'Homme. European Journal of Feminist History,Germany,"History, Gender Studies",2
445848,948,Planning Perspectives,United Kingdom,Art and Art History,1
484634,133,The EUROCALL Review,Spain,Linguistics,1
472937,339,International Journal of Clinical and Health Psychology,Spain,Psychology,1
475044,129,Relaciones Internacionales,Spain,Political Sciences and International Relations,1
488679,55,Rusin,Moldova,"Anthropology, Archaeology, Demography, History, Linguistics, Literature, Political Sciences and International Relations",7
504621,3,Ревија за социјална политика,Macedonia,Interdisciplinary research in the Social Sciences,1
478519,11,Bezbednosni dijalozi,Macedonia,Political Sciences and International Relations,1
448260,473,Zeitschrift für Entwicklungspsychologie und pädagogische Psychologie,Germany,"Psychology, Pedagogical & Educational Research",2
446625,384,Revue historique,France,History,1
446748,239,Samuel Beckett Today/Aujourd'hui,Netherlands,Literature,1
470574,86,Journal of Youth and Theology,United Kingdom,"Interdisciplinary research in the Social Sciences, Religious Studies and Theology",2
485785,244,Asian Cinema,United Kingdom,Film and Theatre Studies,1
484799,114,"Wroclaw Review of Law, Administration and Economics",Poland,"Economics, Law",2
486501,77,Krakowskie Studia z Historii Państwa i Prawa,Poland,"History, Law",2
480392,146,Large-scale Assessments in Education,Germany,"Social Statistics and Informatics, Pedagogical & Educational Research, Interdisciplinary research in the Social Sciences",3
495217,15,Journal of African Military History,Netherlands,History,1
445657,237,Peritia: Journal of the Medieval Academy of Ireland,Belgium,History,1
486511,110,Art & Perception,Netherlands,Psychology,1
339814,148,Norsk Filosofisk tidsskrift,Norway,Philosophy,1
469861,152,Linguistics and the Human Sciences,United Kingdom,"Interdisciplinary research in the Social Sciences, Linguistics",2
442038,291,International Journal of Systematic Theology,United Kingdom,Religious Studies and Theology,1
484967,195,Journal of Education Culture and Society,Poland,"Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences",2
499032,10,Podstawy Edukacji,Poland,Pedagogical & Educational Research,1
503014,43,Białorutenistyka Białostocka,Poland,"Cultural Studies, Linguistics, Literature",3
499131,35,Ekonomia Społeczna,Poland,"Business and Management, Economics, Political Sciences and International Relations, Interdisciplinary research in the Social Sciences",4
500431,9,Biblioteka Regionalisty,Poland,"Human Geography and Urban Studies, Interdisciplinary research in the Social Sciences",2
483649,39,Nordic Journal of Educational History,Sweden,"History, Pedagogical & Educational Research",2
496651,31,Textos en Proceso (TEP),Sweden,Linguistics,1
471316,33,1700-tal: Nordic Journal for Eighteenth-Century Studies,Sweden,"Art and Art History, Classical Studies, Cultural Studies, Gender Studies, History, History & Philosophy of Science, Interdisciplinary research in the Humanities, Literature, Musicology, Philosophy, Religious Studies and Theology, Pedagogical & Educational Research",12
484639,31,"Rural Landscapes: Society, Environment, History",Sweden,"History, Human Geography and Urban Studies",2
340400,71,Nordisk Museologi,Norway,"Anthropology, Cultural Studies, Interdisciplinary research in the Humanities, Art and Art History",4
491673,67,Scandinavian Journal of Work and Organizational Psychology,Sweden,"Gender Studies, Business and Management, Environmental Studies, Psychology",4
340162,39,Nordic Theatre Studies,Sweden,"Film and Theatre Studies, Literature",2
439732,192,Current Swedish Archaeology,Sweden,Archaeology,1
486499,156,Journal of American-East Asian Relations,Netherlands,"History, Interdisciplinary research in the Social Sciences",2
484770,77,Klio. Czasopismo poswiecone dziejom Polski i powszechnym,Poland,History,1
485306,25,Wrocławski Rocznik Historii Mówionej,Poland,"Anthropology, Cultural Studies, History, Interdisciplinary research in the Humanities, Interdisciplinary research in the Social Sciences, Linguistics, Psychology, Sociology",8
