,EP_id,Publications_in_venue,OC_omid,issn,Open Access
7256,497981,84,061201297324,"['0120-3649', '2011-219X']",Unknown
5476,488501,84,06402543442,"['2448-735X', '0185-3082']",True
6996,496881,84,06901978703,['2530-3910'],True
5557,488763,84,062301708543,"['0124-4639', '2145-4558']",True
2977,475237,84,062301255476,"['1936-9824', '1936-9816']",Unknown
3097,476416,84,06501169738,"['1388-3186', '2352-2437']",Unknown
6180,491241,84,0690244212,['2444-9091'],True
5555,488759,83,062401894381,"['2312-3265', '2313-2116']",True
7838,500261,83,061601074094,"['1106-5737', '2732-6640']",True
4636,485702,83,062302076128,"['2657-3571', '1895-247X']",Unknown
4454,485110,83,061201690737,['2353-8414'],True
1858,445321,83,06503018290,['1940-9079'],Unknown
5246,487492,83,06601823386,['1980-5799'],True
3819,482799,83,06150937039,"['1108-3441', '2241-2816']",Unknown
7445,498725,83,062401894209,['2311-9489'],True
7656,499351,83,06401654032,"['1415-6946', '2178-8987']",True
4575,485475,83,061901762091,['0867-1370'],Unknown
5668,489110,83,06103234231,['2173-0687'],True
3499,480650,83,06102253959,['2049-7547'],Unknown
2844,473712,83,061801734808,['1887-3987'],True
3496,480638,83,062401932393,['2328-1308'],True
6623,494196,83,062401818811,"['1678-2089', '2178-9258']",True
7229,497932,83,062101579544,['2520-6702'],True
7672,499413,83,06260740190,"['2055-5695', '2055-5709']",Unknown
6242,491428,83,06801744937,"['0719-5370', '0718-9575']",True
3846,482909,82,06201317383,"['1135-4712', '1988-3269']",Unknown
6568,493999,82,062601574187,['0137-1134'],Unknown
4022,483667,82,0624048244,"['1800-8763', '1800-8755']",True
2469,452340,82,06150389265,"['0724-9713', '2589-0859', '1438-1680']",Unknown
5758,489617,82,062501654648,"['2358-3428', '1516-4039']",Unknown
2635,471037,82,062103022939,"['1581-1212', '0353-6777']",True
6700,494607,82,0660789276,['1336-9261'],True
4760,485996,82,06203030640,['2312-461X'],True
8115,502235,82,062401234648,"['0585-5470', '2720-0531']",True
5787,489780,82,061101702799,['1802-1115'],Unknown
7341,498385,82,06130824323,"['2707-5249', '1682-3540']",Unknown
629,437249,82,06601847324,"['0065-1583', '1689-0027']",Unknown
4966,486530,81,062102661538,"['1874-1657', '1874-1665']",Unknown
4996,486609,81,06120963265,['2175-5825'],True
6643,494244,81,062401450236,"['2620-0279', '2620-0481']",True
5085,486916,81,06203088911,['2309-3854'],True
1233,441296,81,0637035523,"['1404-4013', '1403-8668']",Unknown
5132,487031,81,062401388269,"['1756-493X', '1756-4921']",Unknown
3900,483066,81,062401072546,['1339-9357'],Unknown
5196,487231,81,061801432326,['1339-4363'],Unknown
4974,486548,81,061601957408,"['2213-6738', '2213-6746']",Unknown
2366,449252,81,06230295441,['1543-0391'],Unknown
6250,491448,81,062401927693,['2530-7940'],True
4298,484780,81,06302320999,"['2083-0998', '2719-4078']",True
6914,496674,81,06702569767,"['1730-2366', '2083-8484']",Unknown
3527,480923,81,06502223086,"['2659-921X', '1136-4076']",Unknown
6907,496667,81,0639035734,"['2299-8403', '2449-8319']",True
2556,470225,81,062302420557,"['2312-878X', '0256-9507']",True
7434,498696,81,062401787403,"['2224-6487', '2617-3395']",Unknown
7618,499211,81,064027268,"['0212-5889', '2695-4257']",True
3375,479163,80,06503236991,"['2013-570X', '1886-4171']",True
8108,502176,80,061901590340,['2669-0195'],True
6433,493407,80,062201625969,"['2068-0473', '2067-3957']",True
7254,497979,80,061802010102,"['2524-2679', '2522-1663']",True
2041,446499,80,06210543967,"['1570-0704', '1568-4857']",Unknown
5184,487192,80,0615050337,['2073-9567'],Unknown
6625,494205,80,06120767510,['2636-8641'],Unknown
8494,504049,80,061102087748,['2077-5504'],True
7022,496971,80,06601105535,['2299-6834'],True
8507,504122,80,06202527663,"['1414-7483', '2238-2577']",True
5075,486892,80,061901795621,"['1689-5258', '2391-7873']",Unknown
7602,499185,80,0660789303,"['1337-0839', '2585-7258']",Unknown
3038,475800,80,06220825218,"['1745-5197', '1476-8690']",Unknown
7904,500499,80,062601747059,['2513-9231'],Unknown
7388,498527,80,061601998472,"['2542-386X', '2542-3851']",Unknown
3237,477719,80,0624049794,['1899-0983'],Unknown
4268,484655,80,061102779216,['2166-5486'],Unknown
7086,497157,79,062602001606,"['2539-2263', '2590-9126']",True
4169,484098,79,06201703157,"['1507-7888', '2451-4306']",Unknown
5589,488816,79,06201731136,"['0123-8418', '2215-7484']",True
3112,476531,79,061201822165,"['0803-0685', '2154-0993']",Unknown
5805,489929,79,06160598809,"['0121-6538', '2248-6941']",True
6973,496812,79,06502307367,['2353-1428'],Unknown
7055,497045,79,06301701229,"['1508-5430', '2719-7689']",Unknown
6552,493855,79,061201709875,"['1133-6579', '2445-3943']",True
8383,503445,79,0615097885,"['0992-986X', '2397-8570']",True
7145,497401,79,06701769765,['1302-6879'],Unknown
4467,485154,79,06102253989,"['2049-7555', '2049-7563']",Unknown
4788,486051,79,061401834803,['2254-5883'],True
5233,487422,79,06802313245,"['1657-4206', '2462-8107']",True
7735,499578,79,062501950463,"['0239-5223', '2720-0779']",True
6901,496654,79,065045958,"['2082-4440', '2300-6005']",Unknown
4329,484852,79,061301806951,['2172-0150'],True
3683,482005,79,06101422313,"['0211-6642', '2174-3347']",Unknown
3602,481629,79,06301782303,"['0027-5344', '2720-7021']",Unknown
2738,472158,79,061401459192,"['1575-6823', '2340-2199']",True
4861,486233,79,066048948,['2392-8042'],True
7760,499757,79,061701987088,"['2169-7442', '1540-2126']",True
2764,472469,79,06501653968,"['2340-0129', '0210-5462']",True
6149,491132,79,061701607501,['0719-0948'],True
7387,498526,79,062201770989,"['2533-7556', '1210-3349']",Unknown
2305,448074,79,061701082515,['0373-658X'],Unknown
8243,502750,78,061201690582,"['2353-8120', '1429-3803']",Unknown
3110,476522,78,061601482082,['2387-4562'],True
4297,484777,78,06150849749,['2068-8016'],True
6456,493497,78,061901762124,"['2449-8521', '0867-2040']",True
3387,479615,78,0620323978,"['2029-6320', '2029-6339']",True
7029,496987,78,06901179723,"['2227-1376', '2308-3743']",True
5126,487016,78,06301488502,"['2340-7042', '1135-3716']",Unknown
3253,477807,78,06801841479,"['1744-1366', '1745-5316']",Unknown
4713,485868,78,06201730646,"['0083-4351', '2084-4069']",True
6951,496779,78,06602823445,"['2468-8797', '2468-8800']",Unknown
7768,499809,78,061601943066,['2595-573X'],Unknown
3515,480810,78,06240702267,"['2040-3690', '2040-3682']",Unknown
6403,493328,78,06502864198,['1303-8303'],Unknown
3533,480983,78,06702138324,['2053-6712'],True
2395,450925,78,061101008922,['1350-7532'],Unknown
2752,472344,78,06190884741,['1802-4866'],True
7895,500459,78,061901436582,['1339-5629'],True
7311,498279,78,061602085651,['2362-3306'],Unknown
732,438077,77,062301940997,['2327-6436'],Unknown
5845,490107,77,061802091589,['2499-4553'],True
4975,486549,77,06703128091,"['1876-5092', '1876-5149']",Unknown
5855,490153,77,061201892466,['1984-3925'],Unknown
2084,446726,77,062202591306,"['1944-7167', '1061-1975']",Unknown
7214,497834,77,06102181745,"['2520-2685', '2520-2677']",True
4947,486501,77,062301049618,"['2084-4131', '2084-4115']",True
4293,484770,77,062301255516,"['2719-7476', '1643-8191']",True
7243,497955,77,06101679223,"['1896-656X', '2719-3276']",Unknown
2952,474953,77,062302071721,"['1751-4193', '1751-4207']",Unknown
3612,481666,77,066043199,"['0034-9461', '2174-0909']",Unknown
6423,493372,77,06301226595,['2458-9675'],True
4765,486015,77,062201969532,"['2603-9710', '0210-8364']",True
4075,483926,77,06301488300,['2340-7263'],True
8298,502963,77,06601615544,['1642-557X'],Unknown
5525,488640,77,0610868666,['2364-1177'],True
7900,500488,77,0634041575,['2708-9800'],True
4805,486090,77,06202223127,"['2081-5980', '1429-799X']",True
5428,488333,77,0625027300,"['2560-547X', '0354-1223', '0354-6497']",True
5146,487064,77,06302310747,"['2336-369X', '2336-3312']",Unknown
5955,490513,77,062301255578,"['2719-7530', '0209-3782']",True
7884,500418,77,06802385427,"['1558-8831', '2333-3154']",Unknown
6214,491323,77,0618042982,"['2389-993X', '0122-1213']",True
6624,494199,77,062502017619,"['2572-7184', '2330-1392']",Unknown
3983,483468,77,062302687258,"['1885-8309', '1885-8155']",True
8031,501960,77,06102172072,"['1667-4545', '1515-1867']",True
2270,447823,77,06502407554,"['2317-9511', '0104-639X']",True
5073,486890,77,06202803033,"['2391-7571', '1429-186X']",True
6157,491150,77,061501992828,['2359-3652'],True
4041,483762,77,06220629009,"['1362-024X', '1752-2307']",Unknown
612,436427,77,062601527407,"['1331-0194', '1846-3363']",True
7811,500080,76,06301666717,"['2719-7131', '2391-6389']",True
8385,503469,76,06101846543,['1306-6218'],Unknown
5618,488897,76,062301484693,['2444-0043'],True
7363,498430,76,061602085619,"['2362-3063', '0328-820X']",True
6264,491566,76,06401713598,"['2570-6578', '2570-6586']",True
3463,480267,76,061801432224,['1339-3081'],Unknown
3477,480427,76,0644025298,"['0350-185X', '2406-0763']",True
3554,481288,76,06102338251,['2159-0303'],True
5277,487633,76,061801325552,['2147-7523'],Unknown
7745,499600,76,06802799339,"['2165-5413', '2165-5405']",Unknown
6297,491711,76,06301765762,"['1750-4554', '1750-4562']",Unknown
3930,483215,76,0610443025,"['1745-5227', '1477-8351']",Unknown
7316,498297,76,062401885891,"['2477-8850', '1390-8928']",True
3944,483268,76,062101766279,"['1573-9775', '2352-1236']",Unknown
2985,475393,76,0614029699,['1958-5322'],True
4381,484953,76,0650460722,"['2385-8907', '2335-4127']",True
4857,486226,76,061201797012,['1718-8237'],Unknown
7251,497965,76,064044988,"['0120-3886', '2390-0016']",True
5920,490394,76,061701555982,['2238-0604'],True
5566,488774,75,061502009561,"['0212-1867', '1989-3558', '1989-3574']",Unknown
7748,499606,75,06102382151,"['1809-0249', '2178-2679']",True
5137,487051,75,06902407099,"['2424-3590', '2029-7033']",True
6308,492874,75,062202075299,['2451-1781'],True
3216,477588,75,06901718293,['1799-3121'],True
6841,496403,75,062401901287,"['2255-3835', '0214-4379']",True
6076,490955,75,06201702162,"['2449-9994', '1507-3866']",Unknown
7246,497959,75,06201846200,['2550-682X'],Unknown
5619,488900,75,0643034838,"['2449-8939', '2449-8920']",Unknown
3523,480879,75,061701083862,"['2044-2831', '2044-2823']",Unknown
7037,497003,75,061801615553,"['2223-5752', '2617-1759']",True
4773,486029,75,06401677922,"['0323-0562', '2336-5730']",True
4126,484025,75,061601264830,"['2254-4135', '1130-6149']",True
4074,483923,75,061602025189,['2285-3642'],True
4768,486018,75,061201936889,"['2055-7981', '2055-7973']",Unknown
1141,440900,75,06170421537,"['2365-3124', '0016-7479']",Unknown
6474,493611,75,061902086661,"['2183-5063', '2184-061X']",True
4320,484836,75,062601789916,"['2080-1084', '2450-7938']",True
7681,499431,75,0611059705,"['2471-4461', '2472-4513']",Unknown
3022,475684,75,061102241851,"['2001-1377', '1654-5443']",Unknown
5872,490235,75,06202275742,"['2238-8915', '0102-6267']",Unknown
6405,493334,75,06402398484,"['2544-7432', '2299-2170']",Unknown
5772,489695,75,061801663991,"['2391-7997', '2450-050X']",Unknown
6925,496716,75,061501289319,['1984-2430'],True
4511,485287,74,06302427337,['1508-7719'],True
6725,494689,74,06301443044,"['2357-6448', '0120-4661']",True
6649,494283,74,066030601,"['1415-7543', '1981-9021']",True
8093,502105,74,06401063941,"['0482-5276', '2215-2601']",True
3147,476796,74,06160505768,"['1989-0613', '0048-7694']",Unknown
5376,488173,74,06170819493,['1130-4715'],True
7276,498095,74,06702341481,"['2408-9001', '2313-2337']",True
5265,487575,74,062301985906,"['1791-4884', '1105-1639']",True
5483,488525,74,06302118317,"['2523-4870', '2311-2697']",True
3805,482662,74,06180882159,"['2194-4040', '0943-691X']",Unknown
5873,490255,74,061701860003,"['2057-035X', '2057-0341']",Unknown
3329,478809,74,06301408789,"['1820-6581', '1820-659X']",True
6313,492957,74,061401370250,"['2683-9601', '2313-9749']",True
2777,472586,74,061801825057,"['1736-2563', '2228-0677']",True
3298,478508,74,062502745100,"['2738-9707', '2091-0878']",True
6318,492972,73,062502076177,['2514-8362'],True
4118,484009,73,061902141522,"['2182-8660', '0874-0801']",Unknown
4929,486458,73,062045783,['2353-6845'],True
7973,501793,73,06701411201,['0890-0132'],Unknown
7922,500581,73,06140859440,"['2578-3505', '2578-3491']",Unknown
6348,493192,73,06802623035,['1889-836X'],True
4867,486254,73,061502009538,['1989-3477'],True
7397,498551,73,062501868730,['2686-6730'],Unknown
1174,441124,73,06240935935,"['0018-0777', '2365-3116']",Unknown
6164,491160,73,06601703796,['2386-5768'],True
5099,486952,73,06102145856,"['2073-7211', '2073-7203']",Unknown
7585,499139,73,061101673998,"['2051-7041', '2051-705X']",Unknown
2640,471062,73,06201410354,"['2174-4017', '0210-377X']",Unknown
3148,476814,73,0618063541,"['2194-5985', '1546-5616']",Unknown
2263,447776,73,062401218138,"['0040-7518', '2352-1163']",Unknown
6367,493240,73,061401926536,"['2232-9641', '2566-2805']",True
2393,450868,73,06250941266,"['1364-0429', '2049-4572']",True
6974,496813,73,062201705684,"['2145-308X', '1909-7433']",Unknown
4872,486264,73,0617057276,"['2084-3860', '1895-975X']",Unknown
7796,500002,73,067046710,"['2007-4336', '2448-8550']",True
6432,493404,73,062101628140,['2544-5502'],True
5524,488628,73,062401962332,['2386-2637'],Unknown
3059,476110,73,061601800260,"['1753-8637', '1753-8645']",Unknown
3907,483103,73,06302808288,['1378-4641'],Unknown
8122,502247,73,06402381325,"['1983-4713', '2176-3275']",True
6749,494975,73,06302601003,"['2395-9169', '0188-4557']",True
6965,496801,73,06201613456,"['2531-2359', '2603-5839']",True
5280,487650,72,06502360650,"['2413-2349', '2311-0155']",True
4522,485336,72,06901431471,"['1899-2226', '2353-4869']",True
3513,480798,72,062202147787,"['1876-6633', '1877-6930']",Unknown
4549,485407,72,062101931044,"['1805-9503', '1211-3247']",Unknown
5420,488317,72,06602799381,['1669-6581'],True
5200,487240,72,062502378763,['2392-7054'],True
7533,498985,72,062401509013,"['2574-1314', '2574-1306']",True
3977,483433,72,062501953799,"['2336-4416', '1803-7399']",True
7586,499141,72,06802473214,['2674-9009'],True
4913,486414,72,062401234636,"['1232-1575', '2720-0515']",True
2390,450580,72,062503059809,['0926-6453'],Unknown
7546,499036,72,061103350139,['0255-0539'],True
7636,499295,72,06302270582,['2215-3470'],True
5226,487380,72,063058813,"['2413-1571', '2413-158X']",True
510,418199,72,06202208865,"['2387-4546', '0804-7375']",True
7190,497640,72,069053080,"['0120-1263', '2390-0032']",True
6033,490785,72,061901436637,['1339-7877'],Unknown
5370,488157,72,062203025685,"['1581-128X', '1408-6271']",True
4535,485367,72,061601222379,['1760-7507'],Unknown
3942,483259,72,06501023949,"['1567-7109', '2468-1652']",Unknown
7421,498654,72,06901978734,['2530-9986'],True
6581,494040,72,061301659536,['2174-6796'],Unknown
3961,483344,72,062101475606,"['1644-6763', '2450-5765']",True
4125,484024,72,06502375356,"['1130-5029', '2340-8995']",True
5895,490318,71,06501653544,"['2340-1370', '1130-1082']",True
3653,481855,71,062402198771,"['0106-8040', '2246-4522']",Unknown
3498,480647,71,061102731318,['2327-5731'],Unknown
7407,498607,71,061302117977,"['2658-1736', '1897-9262']",True
6370,493245,71,062501250242,"['2344-4932', '2068-7559']",True
7005,496939,71,06302118192,['2311-259X'],True
5220,487349,71,0670543212,['2354-0052'],Unknown
4556,485426,71,06402335694,"['1644-3586', '2083-3113']",Unknown
6641,494240,71,061601062052,['2517-6323'],True
8022,501913,71,06901571103,"['2786-4510', '2618-0529']",Unknown
3395,479694,71,06260784800,"['2042-8863', '2042-8855']",Unknown
6279,491600,71,0640976101,['2564-7261'],True
7498,498862,71,0680629418,"['2668-7194', '2668-9987']",Unknown
4080,483938,71,06601313008,['0033-2860'],Unknown
5319,487923,71,062035344,"['1936-0843', '2576-7933']",Unknown
6384,493272,71,06202793034,['1519-9029'],True
84,340400,71,062301243945,"['1103-8152', '2002-0503']",True
5613,488885,71,06402171951,"['1576-7914', '2341-1902']",True
2784,472672,71,061501253821,['1634-0450'],True
5438,488363,71,061702217648,"['1909-941X', '2389-7848']",True
5043,486831,70,0650460733,"['2386-0316', '1581-8918']",True
2591,470607,70,062501166560,"['0081-1564', '2056-743X']",Unknown
2899,474222,70,06401416848,"['1820-7804', '0353-7919']",True
6138,491097,70,061701467482,['2554-3822'],Unknown
4587,485549,70,06501654204,['2340-1869'],True
3200,477380,70,06130798654,['1478-6737'],Unknown
5900,490327,70,0620956512,['2548-0707'],Unknown
5815,489971,70,06101816469,['2149-6544'],Unknown
4399,484995,70,061401955752,"['1868-632X', '1868-6338']",Unknown
4785,486047,70,062301989398,['2014-3591'],True
929,439633,70,061601225800,"['0211-0547', '1699-292X']",True
2645,471073,70,062201649873,"['1988-2556', '0212-2952']",Unknown
5206,487253,70,061201207870,['2286-2552'],True
4062,483898,70,06802591172,['1699-311X'],True
3575,481504,70,06901609767,"['1588-2608', '0001-5830']",Unknown
2006,446376,70,0637024824,"['0925-4757', '1569-9951']",Unknown
4973,486547,70,06210750458,"['2214-3947', '2214-3955']",Unknown
2719,471853,70,06601830193,['1866-6124'],Unknown
4883,486303,70,062501500829,"['2065-9628', '1844-4369']",True
1173,441106,70,0634011912,['1935-0228'],Unknown
5588,488812,70,06501637728,['0042-7306'],Unknown
7910,500533,70,06801718892,['2587-0882'],Unknown
